movieId,title,genres,nb_votes,note_moyenne
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,131,4.16
4011,Snatch (2000),Comedy|Crime|Thriller,93,4.16
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy,87,4.16
2028,Saving Private Ryan (1998),Action|Drama|War,188,4.15
3147,"Green Mile, The (1999)",Crime|Drama,111,4.15
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,88,4.15
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,75,4.15
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,72,4.15
1203,12 Angry Men (1957),Drama,57,4.15
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,196,4.14
68157,Inglourious Basterds (2009),Action|Drama|War,88,4.14
7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,185,4.12
608,Fargo (1996),Comedy|Crime|Drama|Thriller,181,4.12
4226,Memento (2000),Mystery|Thriller,159,4.12
1207,To Kill a Mockingbird (1962),Drama,58,4.12
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,198,4.11
111,Taxi Driver (1976),Crime|Drama|Thriller,104,4.11
78499,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,55,4.11
541,Blade Runner (1982),Action|Sci-Fi|Thriller,124,4.1
1222,Full Metal Jacket (1987),Drama|War,102,4.1
2502,Office Space (1999),Comedy|Crime,94,4.09
1704,Good Will Hunting (1997),Drama|Romance,141,4.08
1258,"Shining, The (1980)",Horror,109,4.08
79132,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,143,4.07
2858,American Beauty (1999),Drama|Romance,204,4.06
60069,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,104,4.06
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,97,4.06
1247,"Graduate, The (1967)",Comedy|Drama|Romance,79,4.06
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,140,4.05
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,67,4.05
112852,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi,59,4.05
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,171,4.04
778,Trainspotting (1996),Comedy|Crime|Drama,102,4.04
1219,Psycho (1960),Crime|Horror,83,4.04
923,Citizen Kane (1941),Drama|Mystery,69,4.04
81845,"King's Speech, The (2010)",Drama,58,4.04
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,56,4.04
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,51,4.04
110,Braveheart (1995),Action|Drama|War,237,4.03
6711,Lost in Translation (2003),Comedy|Drama|Romance,74,4.03
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,60,4.03
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,58,4.03
5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,188,4.02
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,133,4.02
74458,Shutter Island (2010),Drama|Mystery|Thriller,67,4.02
1288,This Is Spinal Tap (1984),Comedy,66,4.02
116797,The Imitation Game (2014),Drama|Thriller|War,50,4.02
1387,Jaws (1975),Action|Horror,91,4.01
1259,Stand by Me (1986),Adventure|Drama,91,4.01
48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,90,4.01
8874,Shaun of the Dead (2004),Comedy|Horror,77,4.01
910,Some Like It Hot (1959),Comedy|Crime,50,4.01
4995,"Beautiful Mind, A (2001)",Drama|Romance,123,4.0
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,120,4.0
68954,Up (2009),Adventure|Animation|Children|Drama,105,4.0
2692,Run Lola Run (Lola rennt) (1998),Action|Crime,75,4.0
51255,Hot Fuzz (2007),Action|Comedy|Crime|Mystery,61,4.0
457,"Fugitive, The (1993)",Thriller,190,3.99
91529,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX,76,3.99
109487,Interstellar (2014),Sci-Fi|IMAX,73,3.99
1278,Young Frankenstein (1974),Comedy|Fantasy,69,3.99
1394,Raising Arizona (1987),Comedy,58,3.99
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,203,3.98
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,177,3.98
4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,109,3.98
1234,"Sting, The (1973)",Comedy|Crime,64,3.98
1090,Platoon (1986),Drama|War,63,3.98
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,224,3.97
1214,Alien (1979),Horror|Sci-Fi,146,3.97
6502,28 Days Later (2002),Action|Horror|Sci-Fi,58,3.97
2804,"Christmas Story, A (1983)",Children|Comedy,55,3.97
6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy,141,3.96
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,131,3.96
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,126,3.96
1246,Dead Poets Society (1989),Drama,86,3.96
6,Heat (1995),Action|Crime|Thriller,102,3.95
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,99,3.95
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,86,3.95
48774,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller,64,3.95
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,172,3.94
3578,Gladiator (2000),Action|Adventure|Drama,170,3.94
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,143,3.94
49272,Casino Royale (2006),Action|Adventure|Thriller,81,3.94
99114,Django Unchained (2012),Action|Drama|Western,71,3.94
2194,"Untouchables, The (1987)",Action|Crime|Drama,65,3.94
1035,"Sound of Music, The (1965)",Musical|Romance,64,3.94
3671,Blazing Saddles (1974),Comedy|Western,62,3.94
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,62,3.94
76093,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,53,3.94
34405,Serenity (2005),Action|Adventure|Sci-Fi,50,3.94
1080,Monty Python's Life of Brian (1979),Comedy,89,3.93
16,Casino (1995),Crime|Drama,82,3.93
4262,Scarface (1983),Action|Crime|Drama,67,3.93
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,215,3.92
5989,Catch Me If You Can (2002),Crime|Drama,115,3.92
1732,"Big Lebowski, The (1998)",Comedy|Crime,106,3.92
3949,Requiem for a Dream (2000),Drama,96,3.92
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,71,3.92
106782,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama,54,3.92
8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,93,3.91
88125,Harry Potter and the Deathly Hallows: Part 2 (2011),Action|Adventure|Drama|Fantasy|Mystery|IMAX,50,3.91
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,131,3.9
4034,Traffic (2000),Crime|Drama|Thriller,70,3.9
55820,No Country for Old Men (2007),Crime|Drama,64,3.9
7143,"Last Samurai, The (2003)",Action|Adventure|Drama|War,62,3.9
2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery,179,3.89
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,109,3.89
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX,100,3.89
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,71,3.89
69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,58,3.89
80463,"Social Network, The (2010)",Drama,57,3.89
33166,Crash (2004),Crime|Drama,50,3.89
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,92,3.88
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,91,3.88
46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama,77,3.88
71535,Zombieland (2009),Action|Comedy|Horror,53,3.88
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,170,3.87
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,132,3.87
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,119,3.87
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,110,3.87
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,90,3.87
3897,Almost Famous (2000),Drama,83,3.87
50872,Ratatouille (2007),Animation|Children|Drama,72,3.87
89745,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX,69,3.87
1230,Annie Hall (1977),Comedy|Romance,58,3.87
1036,Die Hard (1988),Action|Crime|Thriller,145,3.86
33794,Batman Begins (2005),Action|Crime|IMAX,116,3.86
223,Clerks (1994),Comedy,104,3.86
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,97,3.86
2791,Airplane! (1980),Comedy,87,3.86
1307,When Harry Met Sally... (1989),Comedy|Romance,85,3.86
32587,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller,84,3.86
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,76,3.86
68358,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX,59,3.86
54001,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|IMAX,58,3.86
54503,Superbad (2007),Comedy,55,3.86
150,Apollo 13 (1995),Adventure|Drama|IMAX,201,3.85
73017,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller,58,3.85
30707,Million Dollar Baby (2004),Drama,52,3.85
590,Dances with Wolves (1990),Adventure|Drama|Western,164,3.84
8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,125,3.84
4963,Ocean's Eleven (2001),Crime|Thriller,119,3.84
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,110,3.84
2918,Ferris Bueller's Day Off (1986),Comedy,109,3.84
36,Dead Man Walking (1995),Crime|Drama,67,3.84
2947,Goldfinger (1964),Action|Adventure|Thriller,53,3.84
4848,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller,51,3.84
7147,Big Fish (2003),Drama|Fantasy|Romance,69,3.83
1954,Rocky (1976),Drama,64,3.83
122904,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi,54,3.83
2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,53,3.83
3552,Caddyshack (1980),Comedy,52,3.83
5418,"Bourne Identity, The (2002)",Action|Mystery|Thriller,112,3.82
59315,Iron Man (2008),Action|Adventure|Sci-Fi,94,3.82
40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX,71,3.82
553,Tombstone (1993),Action|Drama|Western,65,3.82
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,125,3.81
1961,Rain Man (1988),Drama,96,3.81
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,94,3.81
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,84,3.81
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller,81,3.81
63082,Slumdog Millionaire (2008),Crime|Drama|Romance,71,3.81
4239,Blow (2001),Crime|Drama,51,3.81
96079,Skyfall (2012),Action|Adventure|Thriller|IMAX,50,3.81
5010,Black Hawk Down (2001),Action|Drama|War,50,3.81
8636,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,79,3.8
555,True Romance (1993),Crime|Thriller,65,3.8
2529,Planet of the Apes (1968),Action|Drama|Sci-Fi,56,3.8
1997,"Exorcist, The (1973)",Horror|Mystery,53,3.8
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,183,3.79
8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller,75,3.79
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller,59,3.79
6942,Love Actually (2003),Comedy|Drama|Romance,59,3.79
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller,57,3.79
4776,Training Day (2001),Crime|Drama|Thriller,51,3.79
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,149,3.78
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,120,3.78
1968,"Breakfast Club, The (1985)",Comedy|Drama,113,3.78
2396,Shakespeare in Love (1998),Comedy|Drama|Romance,92,3.78
17,Sense and Sensibility (1995),Drama|Romance,67,3.78
70286,District 9 (2009),Mystery|Sci-Fi|Thriller,65,3.78
5669,Bowling for Columbine (2002),Documentary,58,3.78
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,53,3.78
109374,"Grand Budapest Hotel, The (2014)",Comedy|Drama,52,3.78
333,Tommy Boy (1995),Comedy,50,3.78
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,146,3.77
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,122,3.77
337,What's Eating Gilbert Grape (1993),Drama,77,3.77
56367,Juno (2007),Comedy|Drama|Romance,65,3.77
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,62,3.77
8641,Anchorman: The Legend of Ron Burgundy (2004),Comedy,57,3.77
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,107,3.76
1641,"Full Monty, The (1997)",Comedy|Drama,56,3.76
49530,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,53,3.76
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,238,3.75
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,116,3.75
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,60,3.74
1466,Donnie Brasco (1997),Crime|Drama,52,3.74
2797,Big (1988),Comedy|Drama|Fantasy|Romance,91,3.72
6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller,76,3.72
62,Mr. Holland's Opus (1995),Drama,80,3.71
6870,Mystic River (2003),Crime|Drama|Mystery,52,3.71
3160,Magnolia (1999),Drama,52,3.71
3793,X-Men (2000),Action|Adventure|Sci-Fi,133,3.7
4022,Cast Away (2000),Drama,100,3.7
1784,As Good as It Gets (1997),Comedy|Drama|Romance,96,3.7
54286,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,81,3.7
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance,80,3.7
1625,"Game, The (1997)",Drama|Mystery|Thriller,77,3.7
5218,Ice Age (2002),Adventure|Animation|Children|Comedy,85,3.69
474,In the Line of Fire (1993),Action|Thriller,70,3.69
3421,Animal House (1978),Comedy,62,3.69
3911,Best in Show (2000),Comedy,53,3.69
1923,There's Something About Mary (1998),Comedy|Romance,105,3.68
51662,300 (2007),Action|Fantasy|War|IMAX,80,3.68
235,Ed Wood (1994),Comedy|Drama,70,3.68
4979,"Royal Tenenbaums, The (2001)",Comedy|Drama,68,3.68
3481,High Fidelity (2000),Comedy|Drama|Romance,75,3.67
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,75,3.67
11,"American President, The (1995)",Comedy|Drama|Romance,70,3.67
2599,Election (1999),Comedy,56,3.66
34,Babe (1995),Children|Drama,128,3.65
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,88,3.65
1584,Contact (1997),Drama|Sci-Fi,82,3.65
3052,Dogma (1999),Adventure|Comedy|Fantasy,79,3.65
52973,Knocked Up (2007),Comedy|Drama|Romance,52,3.65
733,"Rock, The (1996)",Action|Adventure|Thriller,121,3.64
5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,120,3.64
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,108,3.64
161,Crimson Tide (1995),Drama|Thriller|War,103,3.64
25,Leaving Las Vegas (1995),Drama|Romance,76,3.63
69122,"Hangover, The (2009)",Comedy|Crime,76,3.63
4720,"Others, The (2001)",Drama|Horror|Mystery|Thriller,55,3.63
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,77,3.62
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance,65,3.62
6378,"Italian Job, The (2003)",Action|Crime,59,3.62
508,Philadelphia (1993),Drama,66,3.61
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,64,3.61
2640,Superman (1978),Action|Adventure|Sci-Fi,61,3.61
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,59,3.61
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,110,3.6
5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,102,3.6
72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,97,3.6
1393,Jerry Maguire (1996),Drama|Romance,85,3.59
4308,Moulin Rouge (2001),Drama|Musical|Romance,55,3.59
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,92,3.58
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,75,3.58
3527,Predator (1987),Action|Sci-Fi|Thriller,61,3.58
1639,Chasing Amy (1997),Comedy|Drama|Romance,52,3.58
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,97,3.57
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,57,3.57
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,144,3.56
163,Desperado (1995),Action|Romance|Western,66,3.56
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,93,3.55
3751,Chicken Run (2000),Animation|Children|Comedy,78,3.55
440,Dave (1993),Comedy|Romance,76,3.55
35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance,74,3.55
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,162,3.54
5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,122,3.54
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,100,3.54
509,"Piano, The (1993)",Drama|Romance,61,3.54
2395,Rushmore (1998),Comedy|Drama,56,3.54
225,Disclosure (1994),Drama|Thriller,52,3.54
377,Speed (1994),Action|Romance|Thriller,171,3.53
454,"Firm, The (1993)",Drama|Thriller,101,3.53
3408,Erin Brockovich (2000),Drama,70,3.53
2572,10 Things I Hate About You (1999),Comedy|Romance,54,3.53
357,Four Weddings and a Funeral (1994),Comedy|Romance,103,3.52
2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,92,3.52
300,Quiz Show (1994),Drama,81,3.52
1302,Field of Dreams (1989),Children|Drama|Fantasy,56,3.52
5956,Gangs of New York (2002),Crime|Drama,55,3.52
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,87,3.51
45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy,72,3.51
34162,Wedding Crashers (2005),Comedy|Romance,58,3.51
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,55,3.51
4816,Zoolander (2001),Comedy,54,3.51
8464,Super Size Me (2004),Comedy|Documentary|Drama,50,3.51
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,178,3.5
10,GoldenEye (1995),Action|Adventure|Thriller,132,3.5
368,Maverick (1994),Adventure|Comedy|Western,74,3.5
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,165,3.49
597,Pretty Woman (1990),Comedy|Romance,135,3.49
21,Get Shorty (1995),Comedy|Crime|Thriller,89,3.49
141,"Birdcage, The (1996)",Comedy,86,3.49
2353,Enemy of the State (1998),Action|Thriller,67,3.49
8644,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller,61,3.49
3994,Unbreakable (2000),Drama|Sci-Fi,73,3.48
3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,62,3.48
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,62,3.48
56174,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX,62,3.48
2321,Pleasantville (1998),Comedy|Drama|Fantasy,61,3.48
3253,Wayne's World (1992),Comedy,61,3.48
3033,Spaceballs (1987),Comedy|Sci-Fi,59,3.48
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,106,3.47
339,While You Were Sleeping (1995),Comedy|Romance,98,3.47
2174,Beetlejuice (1988),Comedy|Fantasy,91,3.47
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,109,3.46
2671,Notting Hill (1999),Comedy|Romance,56,3.46
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller,53,3.46
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,202,3.45
3753,"Patriot, The (2000)",Action|Drama|War,68,3.45
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,60,3.45
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,54,3.45
104,Happy Gilmore (1996),Comedy,99,3.44
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,62,3.44
53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,56,3.44
91500,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller,54,3.44
59784,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX,54,3.44
592,Batman (1989),Action|Crime|Thriller,189,3.43
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,115,3.43
2,Jumanji (1995),Adventure|Children|Fantasy,110,3.43
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,101,3.43
33493,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,78,3.43
2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,67,3.43
3948,Meet the Parents (2000),Comedy,91,3.42
1777,"Wedding Singer, The (1998)",Comedy|Romance,56,3.42
1721,Titanic (1997),Drama|Romance,140,3.41
1645,The Devil's Advocate (1997),Drama|Mystery|Thriller,51,3.41
1370,Die Hard 2 (1990),Action|Adventure|Thriller,68,3.4
266,Legends of the Fall (1994),Drama|Romance|War|Western,68,3.4
6863,School of Rock (2003),Comedy|Musical,66,3.4
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,55,3.4
500,Mrs. Doubtfire (1993),Comedy|Drama,144,3.39
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,108,3.39
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,58,3.39
350,"Client, The (1994)",Drama|Mystery|Thriller,57,3.39
316,Stargate (1994),Action|Adventure|Sci-Fi,140,3.38
2706,American Pie (1999),Comedy|Romance,103,3.38
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,88,3.37
1573,Face/Off (1997),Action|Crime|Drama|Thriller,77,3.37
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,70,3.37
2167,Blade (1998),Action|Horror|Thriller,58,3.36
3489,Hook (1991),Adventure|Comedy|Fantasy,53,3.36
45499,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller,52,3.36
6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,96,3.35
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy,65,3.35
2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,63,3.34
1608,Air Force One (1997),Action|Thriller,58,3.34
4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,56,3.34
2105,Tron (1982),Action|Adventure|Sci-Fi,50,3.34
1676,Starship Troopers (1997),Action|Sci-Fi,80,3.33
736,Twister (1996),Action|Adventure|Romance|Thriller,123,3.32
6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,71,3.32
1101,Top Gun (1986),Action|Romance,83,3.3
39,Clueless (1995),Comedy|Romance,104,3.29
33679,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance,59,3.28
5299,My Big Fat Greek Wedding (2002),Comedy|Romance,60,3.27
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,61,3.26
2302,My Cousin Vinny (1992),Comedy,59,3.26
3,Grumpier Old Men (1995),Comedy|Romance,52,3.26
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,51,3.25
288,Natural Born Killers (1994),Action|Crime|Thriller,92,3.23
3717,Gone in 60 Seconds (2000),Action|Crime,61,3.22
2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,121,3.2
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,81,3.2
1407,Scream (1996),Comedy|Horror|Mystery|Thriller,70,3.2
7,Sabrina (1995),Comedy|Romance,54,3.19
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,157,3.18
2470,Crocodile Dundee (1986),Adventure|Comedy,57,3.18
5502,Signs (2002),Horror|Sci-Fi|Thriller,63,3.17
5378,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX,92,3.16
4447,Legally Blonde (2001),Comedy|Romance,64,3.16
